AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.546,99.706
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.646,101.171
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.645,101.170
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.649,101.174
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.644,101.169
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.459,99.403
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.291,99.241
4,440103,ต. ท่าตูม,Tha Tum,4401,อ. เมืองมหาสารคาม,Mueang Maha Sarakham,44,จ. มหาสารคาม,Maha Sarakham,16.162,103.484
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.708,99.675
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.796,99.713
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.677,99.659
4,200901,ต. สัตหีบ,Sattahip,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.611,100.889
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.033,99.449
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.477,99.369
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.862,99.486
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.165,99.176
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.800,99.538
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.672,99.844
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.767,99.668
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.466,99.359
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.131,99.165
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.705,99.799
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,6.984,99.473
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.197,99.221
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.118,99.216
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.067,99.398
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.782,99.530
4,220607,ต. บางกะไชย,Bang Kachai,2206,อ. แหลมสิงห์,Laem Sing,22,จ. จันทบุรี,Chanthaburi,12.465,102.066
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.016,99.445
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.840,99.497
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.710,99.794
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.707,99.676
4,820603,ต. เกาะพระทอง,Ko Phra Thong,8206,อ. คุระบุรี,Khura Buri,82,จ. พังงา,Phang-nga,9.406,97.901
4,200905,ต. แสมสาร,Samae San,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.616,100.918
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.075,99.451
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.817,102.397
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.551,99.694
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.582,99.719
4,820603,ต. เกาะพระทอง,Ko Phra Thong,8206,อ. คุระบุรี,Khura Buri,82,จ. พังงา,Phang-nga,9.495,97.874
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.551,99.350
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.805,102.376
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.857,102.525
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.681,99.677
4,850502,ต. กำพวน,Kamphuan,8505,อ. สุขสำราญ,Suk Samran,85,จ. ระนอง,Ranong,9.401,98.392
4,920222,ต. เกาะนก,,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,7.272,99.475
4,840301,ต. ดอนสัก,Don Sak,8403,อ. ดอนสัก,Don Sak,84,จ. สุราษฎร์ธานี,Surat Thani,9.310,99.660
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.247,99.249
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.699,99.680
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.675,99.833
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.709,99.676
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.815,102.398
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.819,102.402
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.696,99.662
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.542,99.164
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.858,102.523
4,920213,ต. เกาะลิบง,Ko Libong,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,7.303,99.394
4,830103,ต. เกาะแก้ว,Ko Kaeo,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.924,98.455
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.222,99.243
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.524,99.269
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.706,99.675
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.661,99.659
4,820603,ต. เกาะพระทอง,Ko Phra Thong,8206,อ. คุระบุรี,Khura Buri,82,จ. พังงา,Phang-nga,9.472,97.876
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.486,99.418
4,850502,ต. กำพวน,Kamphuan,8505,อ. สุขสำราญ,Suk Samran,85,จ. ระนอง,Ranong,9.500,98.374
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.808,102.378
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.515,99.174
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.506,99.425
4,920504,ต. ไม้ฝาด,Mai Fat,9205,อ. สิเกา,Sikao,92,จ. ตรัง,Trang,7.470,99.320
4,200701,ต. ศรีราชา,Si Racha,2007,อ. ศรีราชา,Si Racha,20,จ. ชลบุรี,Chon Buri,13.174,100.920
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.681,99.667
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.349,99.295
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.049,98.676
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.485,99.366
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.655,99.876
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.676,99.664
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.208,99.249
4,840301,ต. ดอนสัก,Don Sak,8403,อ. ดอนสัก,Don Sak,84,จ. สุราษฎร์ธานี,Surat Thani,9.351,99.720
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.704,99.871
4,860102,ต. ปากน้ำ,Pak Nam,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.448,99.253
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.144,99.639
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.810,102.376
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.132,99.163
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.702,99.664
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.296,99.247
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.514,99.173
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.504,99.182
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.664,99.677
4,830108,ต. กะรน,Karon,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.821,98.285
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.687,99.675
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.144,99.631
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.648,101.170
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.865,99.489
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.508,99.173
4,920221,ต. เกาะลูกไม้,,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,7.291,99.450
4,920501,ต. บ่อหิน,Bo Hin,9205,อ. สิเกา,Sikao,92,จ. ตรัง,Trang,7.549,99.283
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.770,99.668
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.521,99.711
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.800,99.713
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.426,99.316
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.603,99.715
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.499,99.318
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.652,99.692
4,200901,ต. สัตหีบ,Sattahip,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.646,100.897
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.211,98.687
4,850502,ต. กำพวน,Kamphuan,8505,อ. สุขสำราญ,Suk Samran,85,จ. ระนอง,Ranong,9.500,98.368
4,840301,ต. ดอนสัก,Don Sak,8403,อ. ดอนสัก,Don Sak,84,จ. สุราษฎร์ธานี,Surat Thani,9.315,99.660
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.257,99.227
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.672,99.681
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.514,99.262
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.200,99.249
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.542,99.673
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.208,98.691
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.151,99.204
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.302,98.698
4,850109,ต. เกาะพยาม,Ko Phayam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.877,98.442
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.204,98.690
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.671,99.678
4,850105,ต. ปากน้ำ,Pak Nam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.914,98.526
4,830301,ต. เทพกระษัตรี,Thep Krasattri,8303,อ. ถลาง,Thalang,83,จ. ภูเก็ต,Phuket,8.116,98.425
4,850109,ต. เกาะพยาม,Ko Phayam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.779,98.477
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.771,99.671
4,850105,ต. ปากน้ำ,Pak Nam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.926,98.514
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.144,98.717
4,200905,ต. แสมสาร,Samae San,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.549,100.971
4,810502,ต. แหลมสัก,Laem Sak,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.292,98.616
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.673,99.669
4,810105,ต. เขาคราม,Khao Khram,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.210,98.729
4,830103,ต. เกาะแก้ว,Ko Kaeo,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.965,98.451
4,220602,ต. เกาะเปริด,Ko Proet,2206,อ. แหลมสิงห์,Laem Sing,22,จ. จันทบุรี,Chanthaburi,12.424,102.109
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.548,99.705
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.823,99.492
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.155,99.218
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.488,99.334
4,200408,ต. นาเกลือ,Na Kluea,2004,อ. บางละมุง,Bang Lamung,20,จ. ชลบุรี,Chon Buri,12.928,100.805
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.823,102.385
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.482,99.696
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.676,99.677
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.776,99.672
4,210305,ต. กร่ำ,Kram,2103,อ. แกลง,Klaeng,21,จ. ระยอง,Rayong,12.584,101.510
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.272,99.233
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.556,99.685
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.238,98.708
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.176,98.735
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.075,99.394
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.643,99.694
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.104,98.682
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.071,99.185
4,850305,ต. บางหิน,Bang Hin,8503,อ. กะเปอร์,Papoe,85,จ. ระนอง,Ranong,9.595,98.469
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.653,99.833
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.319,99.300
4,200905,ต. แสมสาร,Samae San,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.603,100.917
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.363,99.310
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.249,99.224
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.611,99.700
4,830107,ต. ราไวย์,Rawai,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.767,98.300
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.510,99.705
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.686,99.905
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.505,99.177
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.129,98.685
4,210305,ต. กร่ำ,Kram,2103,อ. แกลง,Klaeng,21,จ. ระยอง,Rayong,12.557,101.569
4,830107,ต. ราไวย์,Rawai,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.736,98.296
4,810302,ต. เกาะลันตาน้อย,Ko Lanta Noi,8103,อ. เกาะลันตา,Ko Lanta,81,จ. กระบี่,Krabi,7.576,99.142
4,840301,ต. ดอนสัก,Don Sak,8403,อ. ดอนสัก,Don Sak,84,จ. สุราษฎร์ธานี,Surat Thani,9.331,99.703
4,200901,ต. สัตหีบ,Sattahip,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.727,100.798
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.246,98.704
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.594,99.721
4,820603,ต. เกาะพระทอง,Ko Phra Thong,8206,อ. คุระบุรี,Khura Buri,82,จ. พังงา,Phang-nga,9.396,97.895
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.390,99.293
4,850502,ต. กำพวน,Kamphuan,8505,อ. สุขสำราญ,Suk Samran,85,จ. ระนอง,Ranong,9.457,98.328
4,200408,ต. นาเกลือ,Na Kluea,2004,อ. บางละมุง,Bang Lamung,20,จ. ชลบุรี,Chon Buri,12.942,100.793
4,200901,ต. สัตหีบ,Sattahip,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.612,100.876
4,200901,ต. สัตหีบ,Sattahip,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.624,100.901
4,810116,ต. อ่าวนาง,Ao Nang,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,7.616,98.863
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.641,99.675
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.133,99.583
4,840501,ต. เกาะพะงัน,Ko Pha-Ngan,8405,อ. เกาะพะงัน,Ko Pha-ngan,84,จ. สุราษฎร์ธานี,Surat Thani,9.802,99.979
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.835,102.460
4,220205,ต. บางชัน,Bang Chan,2202,อ. ขลุง,Khlung,22,จ. จันทบุรี,Chanthaburi,12.288,102.251
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.113,98.707
4,920213,ต. เกาะลิบง,Ko Libong,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,7.314,99.408
4,860106,ต. นาชะอัง,Na Cha-Ang,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.557,99.379
4,810302,ต. เกาะลันตาน้อย,Ko Lanta Noi,8103,อ. เกาะลันตา,Ko Lanta,81,จ. กระบี่,Krabi,7.561,99.144
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.709,99.671
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.619,99.689
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.124,98.669
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.107,98.688
4,220602,ต. เกาะเปริด,Ko Proet,2206,อ. แหลมสิงห์,Laem Sing,22,จ. จันทบุรี,Chanthaburi,12.396,102.133
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.665,99.691
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,6.975,99.475
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.496,99.421
4,850105,ต. ปากน้ำ,Pak Nam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.920,98.535
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.729,99.660
